index,location,bhk,total_sqft,bath,price,encoded_location
716,Gubbalala,3,1470.0,2.0,82.0,84
717,Kengeri,2,1160.0,2.0,40.61,135
718,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
720,Bannerghatta Road,3,1460.0,2.0,90.0,34
721,Hulimavu,3,1823.0,3.0,100.0,105
722,Electronic City,2,1094.0,2.0,42.0,74
723,Budigere,2,1153.0,2.0,57.0,52
724,others,3,1325.0,3.0,57.0,230
725,others,4,1200.0,3.0,85.0,230
726,Jakkur,3,1590.0,2.0,125.0,110
729,others,2,1202.0,2.0,48.0,230
730,Haralur Road,2,1202.0,2.0,53.0,90
731,others,2,1200.0,2.0,62.5,230
732,Panathur,3,1688.0,3.0,118.0,180
733,Kaval Byrasandra,2,1020.0,2.0,52.0,133
734,Sarjapur,2,1185.0,2.0,47.0,193
735,Ramagondanahalli,2,1235.0,2.0,52.04,187
737,Banashankari,2,1077.0,2.0,37.64,26
738,Kengeri Satellite Town,3,1415.0,2.0,66.0,136
739,EPIP Zone,3,2330.0,3.0,162.0,73
740,Whitefield,2,805.0,2.0,35.0,224
741,others,1,425.0,1.0,20.03,230
742,Whitefield,2,1155.0,2.0,59.95,224
744,Anekal,2,656.0,2.0,22.0,17
745,others,2,1100.0,2.0,48.0,230
746,Mahadevpura,2,1150.0,2.0,52.0,156
750,Whitefield,3,2280.0,4.0,126.0,224
751,Hegde Nagar,2,1341.0,2.0,97.0,94
752,Jakkur,2,1279.0,2.0,77.0,110
753,Electronic City Phase II,4,2225.0,4.0,98.88,75
754,Thanisandra,2,1185.0,2.0,43.51,209
755,others,3,1750.0,3.0,85.0,230
756,Kudlu,2,1152.0,2.0,53.5,147
759,Varthur Road,4,2760.0,4.0,155.0,218
760,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
761,Uttarahalli,2,1101.0,2.0,45.0,216
762,others,2,775.0,2.0,55.0,230
763,Yeshwanthpur,1,667.0,1.0,36.85,229
764,Electronic City,2,1070.0,2.0,55.0,74
765,Old Airport Road,3,1875.0,2.0,110.0,176
766,Kundalahalli,2,735.0,2.0,57.99,150
768,Koramangala,3,1750.0,3.0,130.0,144
769,Marathahalli,2,1215.0,2.0,67.0,161
771,Vishwapriya Layout,2,820.0,2.0,30.0,222
772,Banashankari Stage VI,2,1177.5,2.0,59.935,30
773,Battarahalli,3,1779.0,3.0,89.61,37
774,others,2,1105.0,2.0,58.0,230
775,others,1,1576.0,2.0,93.0,230
776,Whitefield,3,1650.0,3.0,60.0,224
779,Cox Town,3,1975.0,3.0,150.0,62
780,Kammasandra,2,674.0,2.0,33.0,125
781,Kaggadasapura,2,1185.0,2.0,41.0,118
782,Thanisandra,1,445.0,1.0,28.0,209
784,HSR Layout,3,1475.0,3.0,75.0,89
785,Gottigere,3,1618.0,3.0,82.5,82
786,Koramangala,2,1120.0,2.0,65.0,144
787,Marathahalli,4,2181.0,3.0,152.0,161
788,Vidyaranyapura,4,1200.0,4.0,90.0,219
790,Bannerghatta Road,3,1556.0,2.0,59.13,34
791,Bannerghatta Road,2,1179.0,2.0,66.02,34
792,Thanisandra,2,1296.0,2.0,83.0,209
793,Kaggadasapura,2,1275.0,2.0,52.0,118
795,Kathriguppe,3,1400.0,2.0,77.0,132
796,Gottigere,2,1222.0,2.0,63.0,82
797,Electronic City,2,940.0,2.0,41.0,74
798,Thanisandra,2,1185.0,2.0,42.6,209
799,Tumkur Road,3,1779.0,3.0,112.0,214
800,Begur Road,3,1615.0,3.0,59.76,39
802,Haralur Road,2,1056.0,2.0,61.0,90
803,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
804,Arekere,2,920.0,2.0,40.0,20
805,others,3,1602.0,2.0,75.0,230
806,Padmanabhanagar,2,1176.0,2.0,62.0,178
809,Kasavanhalli,3,1717.0,3.0,99.0,130
811,Bhoganhalli,4,2119.0,4.0,111.0,43
812,Vittasandra,2,1246.0,2.0,67.3,223
813,Anandapura,2,1141.0,2.0,42.79,15
814,Hennur Road,2,1157.0,2.0,84.0,96
816,Yelahanka New Town,1,650.0,1.0,33.0,227
817,Hebbal,2,1349.0,2.0,98.0,92
818,others,3,1566.0,3.0,83.3,230
819,Sahakara Nagar,4,2830.0,3.0,195.0,190
821,others,3,1780.0,3.0,84.83,230
822,Varthur,2,1091.0,2.0,34.9,217
823,Rachenahalli,4,3670.0,4.0,300.0,183
824,7th Phase JP Nagar,2,918.0,2.0,50.49,6
825,Yeshwanthpur,4,1950.0,4.0,130.0,229
826,Panathur,3,1695.0,3.0,90.0,180
827,Yelahanka,3,1705.0,3.0,95.0,226
828,Kalyan nagar,3,1375.0,3.0,75.0,122
829,Kanakpura Road,1,525.0,1.0,30.0,127
830,Whitefield,2,1447.0,2.0,83.0,224
831,Thanisandra,2,1114.0,2.0,39.0,209
832,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
834,others,2,1022.0,2.0,40.0,230
835,Hebbal,2,1000.0,2.0,45.0,92
836,Electronic City,2,1128.0,2.0,68.75,74
837,Kanakpura Road,2,1180.0,2.0,57.0,127
841,Kanakpura Road,2,1339.0,2.0,75.0,127
842,Yelachenahalli,3,1400.0,2.0,55.0,225
843,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
844,Kadugodi,2,1198.0,2.0,58.0,117
845,others,4,1200.0,3.0,95.0,230
846,Sarjapur  Road,3,1691.0,3.0,113.0,194
847,Bisuvanahalli,3,1075.0,3.0,36.0,46
849,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
850,Bannerghatta Road,2,1122.5,2.0,58.935,34
851,Mallasandra,3,1665.0,3.0,86.58,158
852,Marathahalli,3,2489.0,3.0,94.0,161
853,Brookefield,2,1142.0,2.0,70.0,51
856,Kothannur,3,1853.0,3.0,82.0,145
858,Kasturi Nagar,2,1567.0,2.0,92.0,131
862,Electronics City Phase 1,2,1175.0,2.0,51.47,76
863,Subramanyapura,2,1200.0,2.0,52.0,205
864,Kodichikkanahalli,2,995.0,2.0,41.0,138
865,Magadi Road,2,884.0,2.0,41.1,155
867,Yeshwanthpur,2,1170.0,2.0,57.0,229
868,KR Puram,2,1225.0,2.0,46.55,115
869,Electronic City,2,1342.0,2.0,73.3,74
870,Uttarahalli,2,1345.0,2.0,67.0,216
871,Kodigehaali,3,1320.0,3.0,65.0,139
873,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,184
874,Battarahalli,2,1300.0,2.0,50.0,37
875,Hosa Road,3,1652.0,3.0,85.0,101
876,Thigalarapalya,3,2072.0,4.0,142.0,210
877,Arekere,3,1740.0,2.0,95.0,20
878,Electronic City,3,1360.0,2.0,71.0,74
879,Hosur Road,3,1145.0,2.0,60.0,104
881,Sarjapur  Road,2,1278.0,2.0,95.0,194
882,Electronic City Phase II,1,630.0,1.0,40.0,75
883,Kanakpura Road,3,1100.0,3.0,58.0,127
884,others,3,1200.0,3.0,95.0,230
888,Hosur Road,5,3300.0,5.0,240.0,104
890,Gunjur,3,1356.0,2.0,66.0,85
891,others,2,823.0,2.0,28.0,230
892,TC Palaya,3,1200.0,2.0,66.0,207
893,Ramamurthy Nagar,2,1050.0,2.0,37.0,188
894,others,2,1180.0,2.0,69.0,230
896,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
897,Varthur,2,1385.0,2.0,80.0,217
898,Varthur,1,1000.0,1.0,70.0,217
899,Whitefield,3,1897.0,3.0,130.0,224
900,Magadi Road,2,1005.0,2.0,55.78,155
901,Green Glen Layout,3,1575.0,3.0,125.0,83
902,Subramanyapura,2,975.0,2.0,65.0,205
903,Hennur Road,3,1904.0,3.0,120.0,96
904,Kengeri Satellite Town,1,930.0,1.0,30.0,136
907,Electronic City Phase II,2,2400.0,3.0,150.0,75
909,Sarjapur  Road,3,2238.0,3.0,140.0,194
910,Harlur,2,1174.0,2.0,69.0,91
911,Thubarahalli,4,3800.0,4.0,239.0,211
912,Whitefield,3,2225.0,2.0,125.0,224
914,Jigani,2,918.0,2.0,52.0,113
915,Mahadevpura,2,1250.0,2.0,52.0,156
916,Sarjapur  Road,3,1800.0,3.0,110.0,194
917,Marathahalli,2,1170.0,2.0,53.0,161
919,Bannerghatta Road,2,793.0,2.0,45.0,34
920,Jakkur,3,1710.0,3.0,107.0,110
921,Kambipura,3,1082.0,2.0,57.5,123
922,others,2,1001.0,2.0,33.03,230
924,Yelahanka,3,1590.0,2.0,54.0,226
925,others,3,2400.0,2.0,80.0,230
926,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
927,Thanisandra,2,1142.5,2.0,43.415,209
929,Konanakunte,2,884.0,1.0,58.0,143
931,Marathahalli,2,1019.0,2.0,49.86,161
932,Ambedkar Nagar,3,1935.0,4.0,130.0,13
933,Uttarahalli,3,1135.0,2.0,39.73,216
940,Kasavanhalli,3,1799.0,3.0,90.0,130
941,Whitefield,4,4348.5,2.0,304.0,224
943,Kundalahalli,2,1047.0,2.0,82.0,150
944,others,2,1282.0,2.0,87.0,230
945,NGR Layout,2,1020.0,2.0,45.9,167
947,Whitefield,2,1495.0,2.0,79.5,224
948,Kasavanhalli,4,3260.0,4.0,240.0,130
949,others,3,1611.0,2.0,64.44,230
951,others,3,1500.0,2.0,95.0,230
952,Sahakara Nagar,3,1500.0,2.0,95.0,190
954,Uttarahalli,3,1540.0,3.0,50.0,216
955,Hosa Road,3,1639.0,3.0,80.0,101
957,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,184
963,Brookefield,3,1440.0,2.0,68.0,51
964,Seegehalli,2,901.0,2.0,35.14,198
966,Sarjapur,3,900.0,2.0,42.0,193
967,others,2,1060.0,2.0,55.0,230
968,NGR Layout,2,1020.0,2.0,48.45,167
969,Varthur,3,1535.0,3.0,65.99,217
970,others,1,530.0,1.0,20.0,230
972,others,2,1350.0,2.0,80.0,230
973,Sarjapur  Road,2,1115.0,2.0,50.0,194
974,Uttarahalli,2,1175.0,2.0,47.0,216
975,Whitefield,2,1113.0,2.0,62.0,224
978,Giri Nagar,2,650.0,2.0,42.0,80
979,Marathahalli,2,1325.0,2.0,71.55,161
980,Electronics City Phase 1,2,950.0,2.0,31.0,76
981,Jakkur,3,1396.0,2.0,86.51,110
982,Rachenahalli,2,1050.0,2.0,52.07,183
983,Thanisandra,3,1825.0,3.0,100.0,209
984,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
985,Marathahalli,2,1220.0,2.0,56.5,161
986,NRI Layout,3,1565.0,2.0,75.0,168
987,Hennur Road,3,1891.0,3.0,109.0,96
988,others,2,900.0,2.0,27.0,230
989,Hosa Road,2,1161.0,2.0,55.15,101
993,Yeshwanthpur,1,665.0,1.0,36.85,229
995,Hoodi,2,1425.0,2.0,80.0,97
997,others,3,1200.0,3.0,56.12,230
998,Somasundara Palya,2,1255.0,2.0,67.0,202
999,Hegde Nagar,3,2112.95,4.0,145.0,94
1000,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,184
1001,Haralur Road,3,1810.0,3.0,100.0,90
1002,Indira Nagar,2,1200.0,2.0,93.0,108
1003,Harlur,2,1033.0,2.0,49.0,91
1004,others,3,1548.0,3.0,89.5,230
1005,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
1007,Vidyaranyapura,3,1485.0,2.0,67.0,219
1008,Margondanahalli,2,2400.0,2.0,82.0,162
1009,others,2,1025.0,2.0,44.5,230
1011,others,2,1225.0,2.0,53.0,230
1012,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
1013,Whitefield,4,2268.0,3.0,163.0,224
1014,Kanakpura Road,3,1100.0,3.0,53.0,127
1015,others,2,1141.0,2.0,62.0,230
1016,Attibele,1,400.0,1.0,12.0,21
1017,Chandapura,2,1400.0,2.0,60.0,55
1019,others,1,1576.0,1.0,110.0,230
1021,others,2,1175.0,2.0,48.27,230
1022,Sahakara Nagar,2,1100.0,2.0,56.0,190
1023,Kanakpura Road,3,1843.0,3.0,95.84,127
1025,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
1026,Rachenahalli,3,1530.0,2.0,74.5,183
1027,HSR Layout,2,1467.0,2.0,55.0,89
1028,others,1,950.0,1.0,40.0,230
1029,Vittasandra,2,1246.0,2.0,64.5,223
1030,Kanakapura,1,711.0,1.0,38.0,126
1031,Haralur Road,2,1194.0,2.0,46.0,90
1032,Babusapalaya,3,1358.0,2.0,43.4,24
1034,Hoodi,2,1420.0,2.0,75.0,97
1035,Kathriguppe,3,1250.0,2.0,68.75,132
1036,Akshaya Nagar,2,1280.0,2.0,58.0,11
1037,others,2,1209.0,2.0,50.0,230
1038,others,5,4200.0,5.0,225.0,230
1040,Panathur,3,1315.0,2.0,54.8,180
1041,others,3,1800.0,3.0,90.0,230
1042,others,5,1600.0,4.0,125.0,230
1043,TC Palaya,3,1600.0,2.0,65.0,207
1045,others,3,1563.0,3.0,52.0,230
1046,Whitefield,3,1560.0,2.0,72.0,224
1047,Brookefield,3,2169.0,4.0,115.0,51
1049,Rachenahalli,2,1050.0,2.0,55.5,183
1050,Iblur Village,3,3235.0,3.0,235.0,107
1051,TC Palaya,3,1200.0,3.0,66.0,207
1052,HSR Layout,2,1140.0,2.0,46.0,89
1054,Horamavu Agara,3,1560.0,3.0,75.0,98
1055,JP Nagar,2,1100.0,2.0,70.0,109
1056,Kasavanhalli,3,1260.0,2.0,40.32,130
1057,Hebbal,2,1036.0,2.0,50.0,92
1058,Akshaya Nagar,3,1662.0,3.0,85.1,11
1059,Yelachenahalli,3,1464.0,2.0,105.0,225
1060,Yelahanka,2,1234.0,2.0,80.0,226
1061,Sarjapur  Road,3,1403.0,3.0,55.0,194
1064,Seegehalli,3,1150.0,2.0,42.9,198
1067,Kanakapura,2,929.0,2.0,46.0,126
1069,TC Palaya,3,1350.0,2.0,75.0,207
1070,others,2,1135.0,2.0,39.73,230
1071,others,2,1405.0,2.0,70.0,230
1072,Whitefield,2,1200.0,2.0,45.84,224
1073,Haralur Road,4,2805.0,4.0,154.0,90
1074,Yeshwanthpur,2,1161.0,2.0,64.08,229
1075,Kanakpura Road,2,1290.0,2.0,74.0,127
1076,Yeshwanthpur,3,2557.0,3.0,141.0,229
1077,others,3,1480.0,3.0,90.0,230
1079,Old Madras Road,3,1350.0,3.0,54.54,177
1080,Kadugodi,3,1580.0,2.0,65.0,117
1081,Banashankari,3,1470.0,2.0,88.64,26
1083,Sarjapur  Road,2,1346.0,2.0,61.92,194
1084,others,3,1600.0,3.0,90.0,230
1088,others,2,1200.0,2.0,35.0,230
1089,Channasandra,3,1340.0,2.0,48.33,56
1091,Jigani,2,918.0,2.0,48.0,113
1092,others,3,1500.0,3.0,115.0,230
1093,Yelahanka,2,1315.0,2.0,85.0,226
1095,Uttarahalli,3,1390.0,2.0,62.55,216
1096,Uttarahalli,3,1330.0,2.0,56.0,216
1098,others,3,1824.0,3.0,125.0,230
1099,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
1100,others,1,750.0,1.0,56.25,230
1101,Jalahalli East,3,1260.0,2.0,60.0,112
1102,Hennur Road,3,1561.0,3.0,95.0,96
1104,others,2,1060.0,2.0,42.0,230
1106,Haralur Road,2,1225.0,2.0,67.38,90
1107,Thanisandra,3,2144.0,3.0,135.0,209
1109,Electronic City,2,880.0,2.0,29.0,74
1110,Hoodi,3,1639.0,3.0,110.0,97
1111,Thanisandra,3,1240.0,2.0,62.0,209
1112,Kanakpura Road,2,1500.0,2.0,69.0,127
1113,Haralur Road,2,1243.0,2.0,46.0,90
1114,Marathahalli,3,1575.0,3.0,78.0,161
1116,Kambipura,3,1082.0,2.0,56.0,123
1117,Konanakunte,3,1637.0,3.0,73.0,143
1118,Kanakpura Road,3,1665.0,3.0,86.58,127
1119,Electronic City,2,1265.0,2.0,56.93,74
1120,Electronic City,3,1691.0,2.0,102.0,74
1121,Thanisandra,2,1100.0,2.0,38.0,209
1123,others,3,1500.0,3.0,62.0,230
1126,Choodasandra,2,1115.0,2.0,50.0,60
1127,Mysore Road,2,1070.0,2.0,45.0,166
1129,Budigere,2,1162.0,2.0,57.0,52
1130,others,2,1339.0,2.0,55.0,230
1131,Mahadevpura,2,1192.0,2.0,75.0,156
1132,Haralur Road,3,1920.0,3.0,115.0,90
1133,Hennur,2,1255.0,2.0,52.32,95
1135,others,3,1600.0,3.0,75.0,230
1136,others,2,1225.0,2.0,55.11,230
1138,Kasturi Nagar,3,1570.0,3.0,80.0,131
1139,Thanisandra,2,1093.0,2.0,70.0,209
1140,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
1142,Kaikondrahalli,2,1039.0,2.0,80.0,120
1144,Whitefield,3,1985.0,3.0,75.0,224
1145,Hosakerehalli,3,1590.0,3.0,49.0,102
1147,Electronic City Phase II,2,775.0,2.0,38.0,75
1148,others,2,1000.0,2.0,50.0,230
1150,Bommasandra,2,1035.0,2.0,41.0,48
1151,Dasarahalli,3,1520.0,2.0,75.0,64
1152,Whitefield,2,1360.0,2.0,95.0,224
1153,others,4,6000.0,5.0,400.0,230
1154,Kodigehaali,2,1117.0,2.0,56.0,139
1156,EPIP Zone,2,1330.0,2.0,92.5,73
1157,Marathahalli,3,1937.0,3.0,160.0,161
1158,Electronic City,2,1128.0,2.0,65.49,74
1159,Neeladri Nagar,2,1053.0,2.0,45.0,173
1160,Panathur,2,1198.0,2.0,77.0,180
1161,Marathahalli,2,1152.0,2.0,56.0,161
1163,Frazer Town,2,1625.0,2.0,75.0,77
1164,Kundalahalli,3,1397.0,3.0,105.0,150
1167,Kaggalipura,1,700.0,1.0,38.0,119
1168,Yelahanka,2,1170.0,2.0,62.5,226
1169,Kanakpura Road,3,1200.0,2.0,42.0,127
1170,others,3,2400.0,3.0,170.0,230
1171,others,2,1480.0,2.0,65.0,230
1172,Akshaya Nagar,3,1897.0,3.0,120.0,11
1173,Rachenahalli,2,996.0,2.0,67.0,183
1174,Haralur Road,3,1875.0,3.0,110.0,90
1175,others,3,1500.0,2.0,98.0,230
1178,Yelahanka,3,1450.0,3.0,65.255,226
1179,Yelahanka,1,697.0,1.0,45.0,226
1180,Sarjapur  Road,1,710.0,1.0,27.0,194
1181,others,2,910.0,2.0,30.5,230
1182,Sompura,3,1025.0,2.0,48.0,203
1183,Magadi Road,2,1000.0,2.0,46.5,155
1185,Horamavu Agara,3,1453.0,2.0,46.48,98
1187,Thanisandra,2,971.5,2.0,36.435,209
1188,Bellandur,2,1281.0,2.0,74.0,40
1189,Cooke Town,1,565.0,1.0,35.0,61
1190,Varthur,2,1024.0,2.0,42.0,217
1191,Electronic City,3,1620.0,3.0,62.0,74
1192,Whitefield,2,1254.0,2.0,40.0,224
1193,Banashankari,3,1300.0,2.0,75.0,26
1194,Doddakallasandra,2,1233.0,2.0,43.0,69
1196,Hosur Road,3,1510.0,2.0,105.0,104
1197,Kaggalipura,2,950.0,2.0,65.0,119
1198,Battarahalli,3,1945.0,3.0,97.42,37
1199,Uttarahalli,2,1008.0,2.0,45.0,216
1200,Thanisandra,3,1265.0,2.0,79.0,209
1201,Hebbal,3,1255.0,2.0,77.68,92
1203,Yelenahalli,2,1200.0,2.0,46.17,228
1204,Sarjapur  Road,3,1403.0,3.0,51.63,194
1205,Kudlu Gate,3,1535.0,3.0,85.0,148
1206,others,3,1500.0,3.0,100.0,230
1207,Chamrajpet,3,1475.0,2.0,120.0,54
1208,Uttarahalli,3,1390.0,2.0,60.47,216
1209,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,184
1210,others,2,1133.0,2.0,55.0,230
1212,others,5,2900.0,5.0,90.0,230
1213,Kogilu,2,1170.0,2.0,51.99,142
1215,Whitefield,3,1697.0,3.0,94.79,224
1216,Thanisandra,3,1651.0,3.0,97.38,209
1218,Hennur Road,3,1192.0,2.0,60.0,96
1219,OMBR Layout,2,1078.0,2.0,65.0,175
1221,Kasavanhalli,2,1349.0,2.0,78.0,130
1223,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
1224,Rayasandra,3,1314.0,2.0,63.0,189
1225,Garudachar Palya,2,1060.0,2.0,48.7,79
1226,Kalyan nagar,2,820.0,2.0,39.0,122
1227,Whitefield,4,5000.0,4.0,400.0,224
1228,others,3,2000.0,3.0,85.0,230
1229,others,2,856.0,2.0,40.0,230
1230,Rajaji Nagar,3,1621.0,4.0,130.0,185
1231,others,3,1200.0,3.0,68.4,230
1232,Bannerghatta Road,3,1484.0,3.0,52.5,34
1234,others,4,14000.0,3.0,800.0,230
1235,Yelahanka New Town,1,500.0,1.0,20.0,227
1236,others,1,485.0,1.0,15.0,230
1237,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
1238,Uttarahalli,3,1617.0,3.0,66.68,216
1240,others,3,1384.0,3.0,62.28,230
1241,Devanahalli,2,1408.0,2.0,85.0,65
1242,Uttarahalli,2,1150.0,2.0,49.0,216
1243,Akshaya Nagar,3,1410.0,2.0,75.0,11
1244,Kaggadasapura,4,2150.0,4.0,100.0,118
1247,others,3,1508.0,3.0,70.25,230
1248,Ramamurthy Nagar,2,1040.0,2.0,50.0,188
1249,TC Palaya,2,1240.0,2.0,60.0,207
1250,Kudlu Gate,3,1535.0,3.0,78.0,148
1251,Lakshminarayana Pura,2,1180.0,2.0,75.0,153
1252,Abbigere,6,2200.0,6.0,68.0,10
1253,Bannerghatta Road,2,1400.0,2.0,78.0,34
1254,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,184
1256,Sarjapur  Road,3,1984.0,4.0,146.0,194
1258,Garudachar Palya,3,1960.0,3.0,160.0,79
1259,Sarjapur  Road,2,1035.0,2.0,45.0,194
1260,others,4,2150.0,4.0,80.0,230
1261,Whitefield,3,1700.0,3.0,115.0,224
1262,Hosakerehalli,4,3024.0,5.0,248.0,102
1263,Tumkur Road,3,1586.0,3.0,100.0,214
1264,Hennur,3,2264.0,2.0,155.0,95
1265,Chikka Tirupathi,4,2325.0,4.0,120.0,57
1266,Yelahanka,2,1120.0,2.0,55.0,226
1267,Yelahanka,3,1662.0,2.0,67.98,226
1268,Sarjapur  Road,2,1128.0,2.0,59.0,194
1270,Jigani,2,924.0,2.0,65.0,113
1271,others,3,1600.0,3.0,52.0,230
1272,Pai Layout,2,1006.0,2.0,35.0,179
1273,Amruthahalli,2,1200.0,2.0,55.0,14
1274,others,2,1250.0,2.0,62.0,230
1276,Kannamangala,2,957.0,2.0,56.0,128
1277,Whitefield,2,1140.0,2.0,41.0,224
1278,others,2,1050.0,2.0,67.0,230
1279,Kasturi Nagar,3,1565.0,3.0,88.5,131
1280,Whitefield,2,1190.0,2.0,57.0,224
1281,Whitefield,3,2842.0,3.0,162.0,224
1282,Kanakpura Road,3,1558.67,2.0,65.0,127
1283,Electronics City Phase 1,1,630.0,1.0,39.0,76
1284,Whitefield,3,1403.0,2.0,60.81,224
1285,Kanakpura Road,3,1542.0,2.0,85.0,127
1286,Haralur Road,4,2750.0,4.0,220.0,90
1287,Iblur Village,4,3596.0,5.0,290.0,107
1288,Kengeri Satellite Town,3,1635.0,2.0,78.0,136
1289,Mysore Road,2,1239.0,2.0,53.0,166
1291,others,3,1596.0,3.0,105.0,230
1292,Channasandra,2,1009.0,2.0,38.34,56
1293,Hosa Road,3,1726.0,3.0,81.99,101
1294,Kudlu Gate,3,1535.0,3.0,86.0,148
1295,Banashankari Stage V,3,1300.0,2.0,58.5,29
1297,others,3,1800.0,3.0,80.0,230
1298,Binny Pete,1,665.0,1.0,50.75,45
1300,TC Palaya,3,1500.0,2.0,100.0,207
1301,others,2,925.0,2.0,48.0,230
1302,Old Airport Road,4,3356.0,4.0,251.0,176
1303,others,2,1395.0,2.0,63.59,230
1304,Sonnenahalli,3,1415.0,2.0,55.0,204
1305,Begur,3,1419.0,2.0,59.0,38
1306,Kasavanhalli,2,1121.0,2.0,78.0,130
1307,Kambipura,3,1082.0,2.0,45.0,123
1308,KR Puram,2,1100.0,2.0,47.0,115
1309,Hoodi,3,1606.0,3.0,89.55,97
1310,Billekahalli,3,1650.0,3.0,88.0,44
1312,Old Airport Road,2,1206.0,2.0,75.0,176
1313,Sarjapur  Road,3,1495.0,2.0,64.0,194
1316,Balagere,2,1210.0,2.0,72.0,25
1317,Nagarbhavi,3,1523.0,2.0,53.4,169
1318,Whitefield,2,1232.0,2.0,45.0,224
1319,Rachenahalli,1,680.0,1.0,44.0,183
1320,Hebbal,3,1355.0,3.0,83.87,92
1321,Thanisandra,3,1430.0,2.0,51.46,209
1322,Kothannur,3,1275.0,2.0,43.85,145
1323,Electronic City,2,1070.0,2.0,56.1,74
1324,others,3,1200.0,3.0,85.0,230
1325,Electronic City,4,2000.0,4.0,120.0,74
1326,Bommanahalli,2,1200.0,2.0,40.0,47
1327,Marathahalli,3,1610.0,3.0,90.0,161
1328,Haralur Road,2,1140.0,2.0,43.0,90
1329,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,184
1331,Rachenahalli,3,1530.0,2.0,74.4,183
1332,7th Phase JP Nagar,2,980.0,2.0,69.0,6
1333,Whitefield,3,1485.0,3.0,65.0,224
1336,Thanisandra,2,1265.0,2.0,85.0,209
1337,others,2,1132.0,2.0,67.0,230
1338,others,2,1262.0,2.0,63.0,230
1339,JP Nagar,2,940.0,2.0,49.0,109
1340,others,3,1515.0,3.0,88.0,230
1342,Kothanur,3,1840.0,3.0,69.0,146
1343,Electronic City,2,890.0,2.0,45.0,74
1344,others,3,1655.0,3.0,86.06,230
1345,Hennur Road,3,2060.0,3.0,149.0,96
1346,Bommanahalli,3,1730.0,3.0,96.0,47
1347,Yelahanka,3,2195.0,4.0,127.0,226
1348,Kathriguppe,3,1650.0,3.0,125.0,132
1349,KR Puram,2,1200.0,2.0,71.0,115
1350,Hosa Road,2,1079.0,2.0,32.37,101
1351,Panathur,2,1085.0,2.0,36.0,180
1353,Yelahanka,2,1075.0,2.0,51.5,226
1354,others,2,1380.0,2.0,80.0,230
1355,others,3,1450.0,3.0,65.0,230
1356,Thubarahalli,2,1200.0,2.0,78.0,211
1358,Hoodi,3,1639.0,3.0,98.32,97
1359,others,2,1200.0,2.0,54.0,230
1360,Vijayanagar,3,1739.0,3.0,116.0,220
1362,Old Madras Road,2,935.0,2.0,32.72,177
1365,others,2,1178.0,2.0,47.0,230
1366,Chikkalasandra,3,1375.0,2.0,50.0,59
1367,Chandapura,3,1065.0,2.0,33.0,55
1368,others,3,1450.0,2.0,50.75,230
1369,others,2,999.0,2.0,45.0,230
1372,Kothannur,2,1100.0,2.0,40.0,145
1374,Hoodi,4,2090.0,4.0,95.1,97
1375,Lingadheeranahalli,3,1519.0,3.0,93.0,154
1376,Dommasandra,3,1267.0,3.0,56.0,72
1377,Sanjay nagar,2,1150.0,2.0,72.2,191
1378,Marathahalli,2,1146.0,2.0,70.0,161
1380,Kannamangala,3,1550.0,3.0,65.0,128
1384,Electronics City Phase 1,1,785.0,1.0,55.0,76
1386,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,184
1387,Bellandur,2,921.0,2.0,40.0,40
1389,Bannerghatta Road,5,2700.0,5.0,158.0,34
1390,Sarjapur  Road,3,1700.0,3.0,110.0,194
1391,Sarjapur,2,1020.0,2.0,35.0,193
1392,Billekahalli,2,1090.0,2.0,52.0,44
1395,Thanisandra,2,1185.0,2.0,42.1,209
1396,Doddathoguru,2,850.0,2.0,25.0,70
1397,Harlur,2,1197.0,2.0,84.0,91
1399,others,2,920.0,2.0,39.55,230
1401,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0,184
1402,Yeshwanthpur,3,1850.0,3.0,100.0,229
1403,Judicial Layout,3,1300.0,3.0,64.0,114
1404,others,3,1595.0,3.0,76.0,230
1406,Horamavu Agara,2,755.0,2.0,37.49,98
1407,Nagasandra,5,4050.0,5.0,140.0,170
1408,Kanakpura Road,3,1300.0,2.0,69.0,127
